pub_date,headline,snippet,section,source,news_desk,type_of_material,web_url
2013-05-21T17:19:16Z,Music Awards Worthy of a Tony,"The Billboard Music Awards don’t have the following of the Grammys but as Sunday night’s show demonstrated, they certainly hold their own in terms of drama. And people on Twitter weighed in.",Fashion,The New York Times,Styles,News,https://www.nytimes.com/2013/05/23/fashion/music-awards-worthy-of-a-tony.html
2013-11-07T06:12:49Z,Country Awards Hold Swift Close,"Though it gave audiences a handful of affecting moments, the Country Music Association Awards show was largely an example of a genre in the act of sorting out where it stands in the broader pop economy.",Arts,The New York Times,Weekend,News,https://www.nytimes.com/2013/11/08/arts/music/at-country-music-awards-swift-is-celebrated.html
2013-09-12T19:44:44Z,How We Captured a Crowd,The evolution of our culture issue cover design.,Magazine,The New York Times,,News,https://6thfloor.blogs.nytimes.com/2013/09/12/how-we-captured-a-crowd/
2012-11-21T22:24:47Z,One Direction Ends Taylor Swift’s Run,"The British boy band’s second album, “Take Me Home,” sold 540,000 copies, the third-biggest opening this year.",Arts,The New York Times,,News,https://artsbeat.blogs.nytimes.com/2012/11/21/one-direction-ends-taylor-swifts-run/
2012-10-29T19:11:18Z,Taylor Swift to Co-Host the Grammy Nominations Show,Ms. Swift seems a logical choice for a show being broadcast this year from Nashville.,Arts,The New York Times,,News,https://artsbeat.blogs.nytimes.com/2012/10/29/taylor-swift-to-co-host-the-grammy-nominations-show/
2012-11-07T21:32:41Z,Taylor Swift Holds On at No. 1,"Despite a 72 percent drop in sales, Ms. Swift’s album still sold twice as many copies as her nearest competitor.",Arts,The New York Times,,News,https://artsbeat.blogs.nytimes.com/2012/11/07/taylor-swift-holds-on-at-no-1/
2013-12-17T13:33:51Z,"Up for Best Song: Taylor and Pharrell, but Not ‘Llewyn’","The list of 75 contenders includes big names in music, but the tunes from “Inside Llewyn Davis” were deemed not original enough.",Arts,The New York Times,Culture,News,https://carpetbagger.blogs.nytimes.com/2013/12/17/up-for-best-song-taylor-and-pharrell-but-not-llewyn/
2012-11-14T20:01:05Z,Taylor Swift Is No. 1 for a Third Week,"Ms. Swift reigns supreme on the album chart, but the lads of One Direction are coming up fast in her rear-view mirror.",Arts,The New York Times,,News,https://artsbeat.blogs.nytimes.com/2012/11/14/taylor-swift-is-no-1-for-a-third-week/
2013-09-25T02:12:27Z,My Excellent Evening (Personal),Live concerts are still special.,Opinion,The New York Times,,News,https://krugman.blogs.nytimes.com/2013/09/24/my-excellent-evening-personal/
2012-10-24T12:10:32Z,No More Kid Stuff for Taylor Swift,"On her new album, “Red,” Ms. Swift, now 22, finally begins to sound like an adult.",Arts,The New York Times,Arts&Leisure,News,https://www.nytimes.com/2012/10/28/arts/music/no-more-kid-stuff-for-taylor-swift.html
2013-12-19T16:30:16Z,Video: Kings of Leon and Mixed Family Feelings,The band members drew on their rather ambiguous attitudes about home to write a tune for “August: Osage County.”,Arts,The New York Times,,News,https://carpetbagger.blogs.nytimes.com/2013/12/19/video-kings-of-leon-and-mixed-family-feelings/
2012-11-16T15:50:29Z,The Many Insecurities of Taylor Swift,"The musician talks about ex-boyfriends, Dolly Parton and what makes a band cool.",Magazine,The New York Times,Magazine,Interview,https://www.nytimes.com/2012/11/18/magazine/the-many-insecurities-of-taylor-swift.html
2013-09-23T04:01:38Z,Collectors of Royalties for Music Publishers May See Better Results,Broadcast Music Inc. will report a 5 percent uptick in revenues to around $944 million for the year ended in June.,Business,The New York Times,Business,News,https://www.nytimes.com/2013/09/23/business/media/collectors-of-royalties-for-music-publishers-may-see-better-results.html
2012-10-24T19:00:58Z,Taylor Swift and Nicki Minaj to Perform at American Music Awards,Both performers have been nominated for favorite female artist.,Arts,The New York Times,,News,https://artsbeat.blogs.nytimes.com/2012/10/24/taylor-swift-and-nicki-minaj-to-perform-at-american-music-awards/
